Question Type: multipleresponse,Parent Category,Category,Random Answers,Grade Style,Correct Feedback,Incorrect Feedback,Points,Question,Correct,Answer A,Answer B,Answer C,Answer D,Answer E,Answer F,Answer G,Answer H,Answer I,Answer J
multiplechoice,PSPO I,Release vs Sprint Decisions,Yes,"If releasing is delayed, learning and value realization may suffer. Releasing independently when valuable supports empiricism.",Assuming no risk ignores feedback delay. DoD violation and Sprint Goal invalidation are not implied by deferred release.,1,Stakeholders ask for a commitment to finish every PBI selected in Sprint Planning. What is the correct clarification?,B,Developers commit to the list of PBIs,Developers commit to the Sprint Goal; the list of PBIs is a forecast that can change,The Product Owner commits on behalf of the team,Velocity is the commitment,,,,,,,
multiplechoice,PSPO I,Release vs Sprint Decisions,Yes,Provide a forecast focused on a Sprint Goal; preserve adaptability to new information.,Guarantees seek false certainty; skipping planning harms collaboration.,1,"A Sprint produced a Done Increment, but no users will see it until a later release train. What risk should the Product Owner raise?",B,None; value is delivered at Done,Delayed feedback and cost of delay may reduce learning and value; consider decoupling release from train if possible,The team violated the Definition of Done,The Sprint Goal is invalidated,,,,,,,
multiplechoice,PSPO I,Outcome vs Output,Yes,"Refocus on outcomes with an explicit Sprint Goal, and order experiments to improve activation, using empiricism.",More tweaks and velocity targets chase output; adding criteria without outcome focus misses the point.,1,The Product Owner is asked to provide a guarantee on scope for an upcoming Sprint to align vendor schedules. What is the best reply?,A,Provide a forecast and a clear Sprint Goal; clarify that scope may adapt as we learn,Guarantee exact PBIs and add buffers,Commit to a fixed velocity,Skip Sprint Planning to save time,,,,,,,
multiplechoice,PSPO I,Product Backlog Transparency,Yes,"Use evidence to explore smaller experiments that may deliver learning or impact sooner, aligning with the Product Goal.",Blind agreement or hiding data harms value and transparency; delegating to SM abdicates PO accountability.,1,The team shipped many UI tweaks but the activation rate declined. What should the Product Owner propose?,B,Keep shipping more tweaks to find a hit,Define an outcome-based Sprint Goal tied to activation drivers and order experiments accordingly,Increase velocity targets for the next Sprint,Ask Developers to add more acceptance criteria,,,,,,,
multiplechoice,PSPO I,Product Backlog Transparency,Yes,Integrating audit needs into the Definition of Done keeps quality and compliance transparent and allows release when valuable.,"Freezes, ignoring governance, or parallel projects harm agility or transparency.",1,A stakeholder requests a large feature before a conference in six weeks. Analytics indicate low likelihood of impact. What should the Product Owner do?,B,Agree to build it to maintain the relationship,"Discuss evidence, propose smaller experiments to test assumptions before the conference, and re-order accordingly",Hide the analytics to avoid conflict,Ask the Scrum Master to overrule the stakeholder,,,,,,,
multiplechoice,PSPO I,Release vs Sprint Decisions,Yes,"The Sprint Backlog is a forecast; adapting it to meet the Sprint Goal is expected. Value is in goal achievement, not delivering all PBIs.",Fixating on scope or canceling unnecessarily fights empiricism and focus.,1,A compliance team requests a quarterly freeze on releases to perform audits. How can the Product Owner respond while protecting agility?,B,Accept the freeze and plan bigger Sprints,Work with compliance to integrate audit checks into the Definition of Done and enable releases anytime a Done Increment is available,Ignore the request and release anyway,Create a parallel project for compliance outside Scrum,,,,,,,
multiplechoice,PSPO I,Product Backlog Transparency,Yes,Making the Product Backlog and rationale transparent and using Scrum events for inspection improves shared understanding.,"Freezing plans, hiding items, or velocity-only reporting reduces transparency and learning.",1,"Mid-Sprint, Developers discover a cheaper approach to reach the Sprint Goal but it means dropping two selected PBIs. What is the Product Owner's best move?",B,Insist all selected PBIs be delivered,Support adapting the Sprint Backlog to best achieve the Sprint Goal and inspect with stakeholders at Sprint Review,Cancel the Sprint,Add more PBIs to keep utilization high,,,,,,,
multiplechoice,PSPO I,Value Maximization,Yes,Ordering should reflect outcome impact; address churn drivers while evolving architecture incrementally where it supports the Product Goal.,"Appeasement, splitting for parallel priorities, or delegating decision undermines focus and PO accountability.",1,Stakeholders complain about surprise scope changes. Which action most increases transparency?,A,Share the Product Backlog with ordering rationale and risks; invite stakeholders to Sprint Reviews and selected refinements,Publish a quarterly plan and forbid changes,Hide exploratory items until ready,Provide weekly velocity charts only,,,,,,,
multiplechoice,PSPO I,Product Backlog Transparency,Yes,Instrumentation is key to transparency and inspecting outcomes; it should be part of DoD or acceptance criteria for PBIs.,Skipping or deferring telemetry reduces ability to inspect and adapt based on outcomes.,1,A powerful stakeholder insists on an architectural rewrite before any more features. Evidence shows customers are churning due to onboarding friction. What is the Product Owner's best response?,B,Agree to the rewrite to please the stakeholder,"Order work to address onboarding outcomes first while exploring incremental architectural improvements, and make rationale transparent",Split the team so half rewrite and half build features,Ask the Scrum Master to negotiate a compromise,,,,,,,
multiplechoice,PSPO I,Release vs Sprint Decisions,Yes,Sprint Reviews should be collaborative working sessions to inspect the Increment and adapt the Product Backlog toward the Product Goal.,Status-only approaches remove collaboration and adaptation.,1,Developers propose to skip updating telemetry to hit a date. What should the Product Owner emphasize?,B,Telemetry is optional if the feature works locally,Telemetry supports outcome measurement and transparency; include it in DoD or PBI acceptance to ensure value can be inspected,Rely on stakeholder opinions post-release,Delay telemetry to a later project phase,,,,,,,
